codigo,pergunta,Ano
P05422,Especifique número de de vezes que usou outro produto de tabaco por semana (P05416) (Branco = Não aplicável),2013
P055,Quanto tempo depois de acordar o(a) Sr(a) normalmente fuma pela primeira vez?,2013
P056,"A última vez que o(a) Sr(a) comprou cigarros industrializados para uso próprio, quantos cigarros comprou?",2013
P05601,Qual a quantidade de cigarros?,2013
P05602,Qual a quantidade de maços?,2013
P05603,Quantos cigarros havia em cada maço?,2013
P05604,Qual a quantidade de pacotes?,2013
P05605,Quantos maços havia em cada pacote?,2013
P057,"No total, quanto o(a) Sr(a) pagou por essa compra?",2013
P058,"Em média, quantos cigarros industrializados o Sr.(a) fumava por dia ou por semana?",2013
P05801,Especifique número de dias (P058),2013
P05802,Especifique número de semanas (P058),2013
P05901,Há quantos anos o(a) Sr(a) parou de fumar?,2013
P05902,Há quantos meses o(a) Sr(a) parou de fumar?,2013
P05903,Há quantos semanas o(a) Sr(a) parou de fumar?,2013
P05904,Há quantos dias o(a) Sr(a) parou de fumar?,2013
P060,"Durante os últimos 12 meses, o(a) Sr(a) tentou parar de fumar?",2013
P061,"Quando o(a) Sr(a) tentou parar de fumar, procurou tratamento com profissional de saúde?",2013
P062,O(a) Sr(a) conseguiu o tratamento com profissional de saúde?,2013
P063,Porque o(a) Sr(a) não conseguiu tratamento?,2013
P064,O tratamento foi coberto por algum plano de saúde?,2013
P065,O(a) Sr(a) pagou algum valor por esse tratamento?,2013
P066,O tratamento foi feito através do Sistema Único de Saúde (SUS)?,2013
P067,"Atualmente, o(a) Sr(a) masca fumo, usa rapé ou usa algum produto do tabaco que não faz fumaça?",2013
P068,Com que frequência alguém fuma dentro do seu domicílio?,2013
P069,"Nos últimos 30 dias, o(a) Sr(a) viu alguma propaganda ou anúncio de cigarros nos pontos de venda de cigarros?",2013
P07001,"Nos últimos 30 dias, o(a) Sr(a) viu ou ouviu informações sobre os riscos de fumar cigarros ou que estimulem a parar de fumar nos nos jornais ou revistas?",2013
P07002,"Nos últimos 30 dias, o(a) Sr(a) viu ou ouviu informações sobre os riscos de fumar cigarros ou que estimulem a parar de fumar na televisão?",2013
P07003,"Nos últimos 30 dias, o(a) Sr(a) viu ou ouviu informações sobre os riscos de fumar cigarros ou que estimulem a parar de fumar no rádio?",2013
P071,"Nos últimos 30 dias, viu alguma foto ou advertência sobre os riscos de fumar nos maços de cigarros?",2013
P072,"Nos últimos 30 dias, as advertências nos maços de cigarro levaram o(a) Sr(a) a pensar em parar de fumar?",2013
Q001,Quando foi a última vez que o(a) Sr(a) teve sua pressão arterial medida?,2013
Q002,Algum médico já lhe deu o diagnóstico de hipertensão arterial (pressão alta)?,2013
Q003,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de hipertensão arterial (pressão alta)? (0 = Menos de 1 ano),2013
Q004,O(a) Sr(a) vai ao médico/serviço de saúde regularmente por causa da hipertensão arterial (pressão alta)?,2013
Q005,Qual o principal motivo do(a) Sr(a) não visitar o médico/serviço de saúde regularmente por causa da hipertensão arterial (pressão alta)?,2013
Q006,"Nas duas últimas semanas, o(a) Sr(a) tomou medicamentos por causa da hipertensão arterial (pressão alta)?",2013
Q007,Algum dos medicamentos para hipertensão arterial foi coberto por plano de saúde?,2013
Q008,Algum dos medicamentos para hipertensão arterial foi obtido no programa de farmácia popular (PFP)?,2013
Q009,Algum dos medicamentos para hipertensão arterial foi obtido em serviço público de saúde?,2013
Q010,O(A) Sr(a) pagou algum valor pelos medicamentos?,2013
Q011,Quando foi a última vez que o(a) Sr(a) recebeu assistência médica por causa da hipertensão arterial?,2013
Q012,"Na última vez que recebeu assistência médica para hipertensão arterial, onde o(a) Sr(a) foi atendido?",2013
Q013,Esse atendimento foi coberto por algum plano de saúde?,2013
Q014,O(a) Sr(a) pagou algum valor por este atendimento?,2013
Q015,Esse atendimento foi feito pelo SUS?,2013
Q016,"Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores?",2013
Q017,"Na última consulta, o médico viu os exames das consultas passadas?",2013
Q01801,"Em algum dos atendimentos para hipertensão, algum médico ou outro profissional de saúde lhe recomendou manter uma alimentação saudável (com frutas e vegetais)?",2013
Q01802,"Em algum dos atendimentos para hipertensão, algum médico ou outro profissional de saúde lhe recomendou manter o peso adequado?",2013
Q01803,"Em algum dos atendimentos para hipertensão, algum médico ou outro profissional de saúde lhe recomendou ingerir menos sal?",2013
Q01804,"Em algum dos atendimentos para hipertensão, algum médico ou outro profissional de saúde lhe recomendou praticar atividade física regular?",2013
Q01805,"Em algum dos atendimentos para hipertensão, algum médico ou outro profissional de saúde lhe recomendou não fumar?",2013
Q01806,"Em algum dos atendimentos para hipertensão, algum médico ou outro profissional de saúde lhe recomendou não beber em excesso?",2013
Q01807,"Em algum dos atendimentos para hipertensão, algum médico ou outro profissional de saúde lhe recomendou fazer o acompanhamento regular?",2013
Q01808,"Em algum dos atendimentos para hipertensão, algum médico ou outro profissional de saúde lhe fez outras recomendações?",2013
Q01901,"Em algum dos atendimentos para hipertensão arterial foi pedido exame de sangue (colesterol, glicemia, triglicerídeos)?",2013
Q01902,Em algum dos atendimentos para hipertensão arterial foi pedido exame de urina?,2013
Q01903,Em algum dos atendimentos para hipertensão arterial foi pedido eletrocardiograma?,2013
Q01904,Em algum dos atendimentos para hipertensão arterial foi pedido teste de esforço?,2013
Q01905,"Em algum dos atendimentos para hipertensão, algum médico ou outro profissional de saúde fez outro pedido?",2013
Q020,O(a) Sr(a) fez todos os exames solicitados?,2013
Q021,Qual o principal motivo do(a) Sr(a) não ter feito todos os exames solicitados?,2013
Q022,"Em algum dos atendimentos para hipertensão arterial, houve encaminhamento para alguma consulta com médico especialista, tais como cardiologista ou nefrologista?",2013
Q023,O(a) Sr(a) foi a todas as consultas com o médico especialista?,2013
Q024,Qual o principal motivo do(a) Sr(a) não ter ido a todas as consultas com o médico especialista?,2013
Q026,Alguma vez o(a) Sr(a) se internou por causa da hipertensão ou de alguma complicação?,2013
Q027,Há quanto tempo foi a última internação por causa da hipertensão ou de alguma complicação?,2013
Q028,"Em geral, em que grau a hipertensão ou alguma complicação da hipertensão limita as suas atividades habituais (como trabalhar, estudar, realizar afazeres domésticos etc.)?",2013
Q029,"Quando foi a última vez que o(a) Sr(a) fez exame de sangue para medir a glicemia, isto é, o açúcar no sangue?",2013
Q030,Algum médico já lhe deu o diagnóstico de diabetes?,2013
Q031,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de diabetes? (0 = Menos de 1 ano) (Branco = Não aplicável),2013
Q032,O(a) Sr(a) vai ao médico/serviço de saúde regularmente por causa do diabetes?,2013
Q033,Qual o principal motivo do(a) Sr(a) não visitar o médico/serviço de saúde regularmente por causa do diabetes?,2013
Q03401,"Nas duas últimas semanas, por causa do diabetes, o(a) Sr.(a) tomou medicamentos orais para baixar o açúcar?",2013
Q03402,"Nas duas últimas semanas, por causa do diabetes, o(a) Sr.(a) usou insulina?",2013
Q035,Algum dos medicamentos ou insulina para diabetes foi coberto por plano de saúde?,2013
Q036,Algum dos medicamentos para diabetes ou insulina no programa farmácia popular (PFP)?,2013
Q037,Algum dos medicamentos para diabetes ou insulina foi obtido em serviço público de saúde?,2013
Q038,O(a) Sr(a) pagou algum valor pelos medicamentos para diabetes ou insulina?,2013
Q039,Quando foi a última vez que o(a) Sr(a) recebeu assistência médica por causa da diabetes?,2013
Q040,"Na última vez que recebeu assistência médica para diabetes, onde o(a) Sr(a) foi atendido?",2013
Q041,Esse atendimento foi coberto por algum plano de saúde?,2013
Q042,O(A) Sr(a) pagou algum valor por esse atendimento?,2013
Q043,Esse atendimento foi feito pelo SUS?,2013
Q044,"Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores?",2013
Q045,"Na última consulta, o médico viu os exames das consultas passadas?",2013
Q04601,"Em algum dos atendimentos para diabetes, algum médico ou outro profissional de saúde lhe recomendou manter uma alimentação saudável (com frutas vegetais)?",2013
Q04602,"Em algum dos atendimentos para diabetes, algum médico ou outro profissional de saúde lhe recomendou manter o peso adequado?",2013
Q04603,"Em algum dos atendimentos para diabetes, algum médico ou outro profissional de saúde lhe recomendou praticar atividade física regular?",2013
Q04604,"Em algum dos atendimentos para diabetes, algum médico ou outro profissional de saúde lhe recomendou não fumar?",2013
Q04605,"Em algum dos atendimentos para diabetes, algum médico ou outro profissional de saúde lhe recomendou não beber em excesso?",2013
Q04606,"Em algum dos atendimentos para diabetes, algum médico ou outro profissional de saúde lhe recomendou diminuir o consumo de carboidratos (massas, pães, etc.)",2013
Q04607,"Em algum dos atendimentos para diabetes, algum médico ou outro profissional de saúde lhe recomendou medir a glicemia em casa?",2013
Q04608,"Em algum dos atendimentos para diabetes, algum médico ou outro profissional de saúde lhe recomendou examinar os pés regularmente?",2013
Q04609,"Em algum dos atendimentos para diabetes, algum médico ou outro profissional de saúde lhe recomendou outro procedimento?",2013
Q04701,"Em algum dos atendimentos para diabetes foi pedido exame de sangue (colesterol, glicemia, triglicerídeos)?",2013
Q04702,Em algum dos atendimentos para diabetes foi pedido exame de hemoglobina glicada?,2013
Q04703,Em algum dos atendimentos para diabetes foi pedido exame curva glicêmica?,2013
Q04704,Em algum dos atendimentos para diabetes foi pedido exame de urina?,2013
Q04705,Em algum dos atendimentos para diabetes foi pedido outro exame?,2013
Q048,O(a) Sr(a) fez todos os exames solicitados?,2013
Q049,Qual o principal motivo do(a) Sr(a) não ter feito todos os exames solicitados?,2013
Q050,"Em algum dos atendimentos para diabetes, houve encaminhamento para alguma consulta com médico especialista, tal como cardiologista, endocrinologista, nefrologista ou oftalmologista?",2013
Q051,O(a) Sr(a) foi a todas as consultas com médico especialista?,2013
Q052,Qual o principal motivo do(a) Sr(a) não ter ido a todas as consultas com o médico especialista?,2013
Q053,Quando foi a última vez que realizaram um exame de vista ou fundo de olho em que dilataram sua pupila?,2013
Q054,Quando foi a última vez que um médico ou profissional de saúde examinou seus pés para verificar sensibilidade ou presença de feridas ou irritações?,2013
Q05501,O(a) Sr(a) tem ou teve problemas na vista por causa do diabetes?,2013
Q05502,O(a) Sr(a) tem ou teve infarto por causa do diabetes?,2013
Q05503,O(a) Sr(a) tem ou teve AVC (Acidente Vascular cerebral) ou derrame por causa do diabetes?,2013
Q05504,O(a) Sr(a) tem ou teve outro problema circulatório por causa do diabetes?,2013
Q05505,O(a) Sr(a) tem ou teve problemas problema nos rins por causa do diabetes?,2013
Q05506,O(a) Sr(a) tem ou teve Úlcera/ferida nos pés por causa do diabetes?,2013
Q05507,"O(a) Sr(a) tem ou teve que fazer amputação de pés, pernas, mãos ou braços por causa do diabetes ?",2013
Q05508,O(a) Sr(a) tem ou teve coma diabético por causa do diabetes?,2013
Q05509,Outro,2013
Q056,Alguma vez o(a) Sr(a) se internou por causa do diabetes ou de alguma complicação? (0 = Menos de 1 ano),2013
Q057,Há quanto tempo foi a última internação por causa do diabetes ou de alguma complicação?,2013
Q058,"Em geral, em que grau o diabetes ou alguma complicação do diabetes limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2013
Q059,Quando foi a última vez que o(a) Sr(a) fez exame de sangue para medir o colesterol e triglicerídeos?,2013
Q060,Algum médico já lhe deu o diagnóstico de colesterol alto?,2013
Q061,Que idade o(a) sr(a) tinha no primeiro diagnóstico de colesterol alto? (0 = Menos de 1 ano),2013
Q06201,Algum médico ou outro profissional de saúde lhe deu alguma recomendação para manter uma alimentação saudável (com frutas e vegetais) por causa do colesterol alto?,2013
Q06202,Algum médico ou outro profissional de saúde lhe deu alguma recomendação para manter o peso adequado por causa do colesterol alto?,2013
Q06203,Algum médico ou outro profissional de saúde lhe deu alguma recomendação para prática de atividade física por causa do colesterol alto?,2013
Q06204,Algum médico ou outro profissional de saúde lhe deu alguma recomendação para tomar medicamentos por causa do colesterol alto?,2013
Q06205,Algum médico ou outro profissional de saúde lhe deu alguma recomendação para não fumar por causa do colesterol alto?,2013
Q06206,Algum médico ou outro profissional de saúde lhe deu alguma recomendação para fazer acompanhamento regular por causa do colesterol alto?,2013
Q063,"Algum médico já lhe deu o diagnóstico de uma doença do coração tais como infarto, angina, insuficiência cardiaca ou outra?",2013
Q06301,Algum médico já lhe deu o diagnóstico de uma doença do coração tal como infarto?,2013
Q06302,Algum médico já lhe deu o diagnóstico de uma doença do coração tal como angina?,2013
Q06303,Algum médico já lhe deu o diagnóstico de uma doença do coração tal como insuficiência cardíaca?,2013
Q06304,Outro,2013
Q064,Que idade o Sr(a) tinha no primeiro diagnóstico da doença do coração? (0 = Menos de 1 ano),2013
Q06501,O(A) Sr(a) faz dieta atualmente por causa da doença do coração?,2013
Q06502,O Sr(a) faz prática de atividade física atualmente por causa da doença do coração?,2013
Q06503,O Sr(a) toma medicamentos atualmente por causa da doença do coração?,2013
Q06504,Outro,2013
Q066,O(a) Sr(a) já fez alguma cirurgia de ponte de safena ou colocação de stent ou angioplastia?,2013
Q067,"Em geral, em que grau a doença do coração limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2013
Q068,Algum médico já lhe deu o diagnóstico de AVC (Acidente Vascular Cerebral) ou derrame?,2013
Q069,Quantos derrames (ou AVC) o(a) Sr(a) já teve? (Branco = Não aplicável),2013
Q070,Que idade o(a) Sr(a) tinha no primeiro diagnóstico do derrame (ou AVC)? (0 = Menos de 1 ano) (Branco = Não aplicável),2013
Q071,"Por causa do derrame (ou AVC), o(a) Sr(a) realizou tomografia ou ressonância da cabeça?",2013
Q07201,O(A) Sr(a) faz dieta atualmente por causa do derrame (ou AVC)?,2013
Q07202,O(A) Sr(a) faz fisioterapia atualmente por causa derrame (ou AVC)?,2013
Q07203,O(A) Sr(a) faz outras terapias de reabilitação atualmente por causa derrame (ou AVC)?,2013
Q07204,O(A) Sr(a) toma aspirina atualmente por causa derrame (ou AVC)?,2013
Q07205,O(A) Sr(a) toma outros medicamentos atualmente por causa derrame (ou AVC)?,2013
Q07206,Outro,2013
Q073,"Em geral, em que grau o derrame (ou AVC) limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2013
Q074,Algum médico já lhe deu o diagnóstico de asma (ou bronquite asmática)?,2013
Q075,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de asma? (0 = Menos de 1 ano),2013
Q076,"Nos últimos 12 meses, o(a) Sr(a) teve alguma crise de asma?",2013
Q07701,"O Sr(a) usa medicamentos (inaladores, aerossol ou comprimidos) atualmente por causa da asma?",2013
Q07702,Outro,2013
Q078,"Em geral, em que grau a asma limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2013
Q079,Algum médico já lhe deu o diagnóstico de artrite ou reumatismo?,2013
Q080,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de artrite ou reumatismo? (0 = Menos de 1 ano) (Branco = Não aplicável),2013
Q08101,O Sr(a) faz exercício ou atividade física atualmente por causa da artrite ou reumatismo?,2013
Q08102,O Sr(a) faz fisioterapia atualmente por causa da artrite ou reumatismo?,2013
Q08103,O Sr(a) usa medicamentos ou injeções atualmente por causa da artrite ou reumatismo?,2013
Q08104,O Sr(a) faz acupuntura atualmente por causa da artrite ou reumatismo?,2013
Q08105,Outro,2013
Q082,O(a) Sr(a) já fez alguma cirurgia por causa da artrite ou reumatismo?,2013
Q083,"Em geral, em que grau a artrite ou reumatismo limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2013
Q084,"O(a) Sr(a) tem algum problema crônico de coluna, como dor crônica nas costas ou no pescoço, lombalgia, dor ciática, problemas nas vértebras ou disco?",2013
Q085,Que idade o(a) Sr(a) tinha quando começou o problema na coluna?,2013
Q08601,O(A) Sr(a) faz exercício ou fisioterapia atualmente por causa do problema na coluna?,2013
Q08603,O(A) Sr(a) usa medicamentos ou injeções atualmente por causa do problema na coluna?,2013
Q08604,O(A) Sr(a) faz acupuntura atualmente por causa do problema na coluna?,2013
Q08605,Outro,2013
Q087,"Em geral, em que grau o problema na coluna limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2013
Q088,Algum médico já lhe deu o diagnóstico de DORT?,2013
Q089,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de DORT? (0 = Menos de 1 ano) (Branco = Não aplicável),2013
Q09001,O Sr(a) faz exercício ou fisioterapia atualmente por causa do DORT?,2013
Q09003,O Sr(a) usa medicamentos ou injeções atualmente por causa por causa do DORT?,2013
Q09004,O Sr(a) faz acupuntura atualmente por causa do DORT?,2013
Q09005,Outro,2013
Q091,"Em geral, em que grau o DORT limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2013
Q092,Algum médico ou profissional de saúde mental (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de depressão?,2013
Q093,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de depressão? (0 = Menos de 1 ano) (Branco = Não aplicável),2013
Q094,O(a) Sr(a) vai ao médico/serviço de saúde regularmente por causa da depressão?,2013
Q095,Qual o principal motivo do(a) Sr(a) não visitar o médico/serviço de saúde regularmente por causa da depressão?,2013
Q09601,O(A) Sr(a) faz dieta atualmente por causa da depressão?,2013
Q09602,O(A) Sr(a) faz fisioterapia atualmente por causa da depressão?,2013
Q09603,Outro,2013
Q097,Algum dos medicamentos para depressão foi coberto por plano de saúde?,2013
Q098,Algum dos medicamentos para depressão foi obtido em serviço público de saúde?,2013
Q100,O(A) Sr(a) pagou algum valor pelos medicamentos?,2013
Q101,Quando foi a última vez que o(a) Sr(a) recebeu assistência médica por causa da depressão?,2013
Q102,"Na última vez que recebeu assistência médica para depressão, onde o(a) Sr(a) foi atendido?",2013
Q103,Esse atendimento foi coberto por plano de saúde?,2013
Q104,O(A) Sr(a) pagou algum valor por esse atendimento?,2013
Q105,Esse atendimento foi feito pelo SUS?,2013
Q106,"Em algum dos atendimentos para depressão, houve encaminhamento para algum acompanhamento com profissional de saúde mental, como psiquiatra ou psicólogo?",2013
Q107,O(a) Sr(a) conseguiu ir a todas as consultas com profissional especialista de saúde mental?,2013
Q108,Qual o principal motivo do(a) Sr(a) não ter ido a todas as consultas com o profissional especialista de saúde mental?,2013
Q109,"Em geral, em que grau a depressão limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2013
Q110,"Algum médico ou profissional de saúde mental (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de outra doença mental, como esquizofrenia, transtorno bipolar, psicose ou TOC (Transtorno obsessivo compulsivo)?",2013
Q11001,"Algum médico ou profissional de saúde mental (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de outra doença mental, como esquizofrenia?",2013
Q11002,"Algum médico ou profissional de saúde mental (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de outra doença mental, como transtorno bipolar?",2013
Q11003,"Algum médico ou profissional de saúde mental (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de outra doença mental, como psicose ou TOC (Transtorno obsessivo compulsivo)?",2013
Q11004,Algum médico ou profissional de saúde mental (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de outra doença mental?,2013
Q111,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de doença mental? (0 = Menos de 1 ano) (Branco = Não aplicável),2013
Q112,O(a) Sr(a) visita o médico/serviço de saúde regularmente por causa dessa doença mental?,2013
Q113,Qual o principal motivo do(a) Sr(a) não visitar o médico/serviço de saúde regularmente?,2013
Q11401,O(A) Sr(a) faz psicoterapia atualmente por causa da doença mental?,2013
Q11402,O(A) Sr(a) usa medicamentos ou injeções atualmente por causa da doença mental?,2013
Q11403,O(A) Sr(a) faz atualmente outro tratamento por causa da doença mental?,2013
Q115,"Em geral, em que grau essa doença mental limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2013
Q116,"Algum médico já lhe deu o diagnóstico de alguma doença no pulmão ou DPOC (Doença Pulmonar Obstrutiva Crônica), tais como enfisema pulmonar, bronquite crônica ou outro?",2013
Q11601,"Algum médico já lhe deu o diagnóstico de alguma doença no pulmão ou DPOC (Doença Pulmonar Obstrutiva Crônica), tal como enfisema pulmonar?",2013
Q11602,"Algum médico já lhe deu o diagnóstico de alguma doença no pulmão ou DPOC (Doença Pulmonar Obstrutiva Crônica), tal como bronquite crônica?",2013
Q11603,Algum médico já lhe deu o diagnóstico de alguma outra doença no pulmão ou DPOC (Doença Pulmonar Obstrutiva Crônica)?,2013
Q117,Que idade o(a) Sr(a) tinha no primeiro diagnóstico da doença no pulmão? (0 = Menos de 1 ano) (Branco = Não aplicável),2013
Q11801,"O(A) Sr(a) usa medicamentos (inaladores, aerossol ou comprimidos) atualmente por causa da doença no pulmão?",2013
Q11802,O(A) Sr(a) usa oxigênio atualmente por causa da doença no pulmão?,2013
Q11803,O(A) Sr(a) faz fisioterapia respiratória atualmente por causa da doença no pulmão?,2013
Q11804,"O(A) Sr(a) faz outra coisa atualmente que não uso de medicamentos (inaladores, aerossol ou comprimidos), oxigênio ou fisioterapia respiratória por causa da doença no pulmão?",2013
Q119,"Em geral, em que grau a doença do pulmão limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2013
Q120,Algum médico já lhe deu diagnóstico de câncer?,2013
Q121,"No primeiro diagnóstico de câncer, que tipo de câncer o(a) sr(a) tem ou teve?",2013
Q122,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de câncer? (Branco = Não aplicável),2013
Q123,"Em geral, em que grau o câncer ou algum problema provocado pelo câncer limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2013
Q124,Algum médico já lhe deu o diagnóstico de insuficiência renal crônica?,2013
Q125,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de insuficiência renal crônica? (0 = Menos de 1 ano) (Branco = Não aplicável),2013
Q12601,O(A) Sr(a) toma ou tomou medicamentos por causa da insuficiência renal crônica?,2013
Q12602,O(A) Sr(a) faz ou fez hemodiálise por causa da insuficiência renal crônica?,2013
Q12603,O(A) Sr(a) faz ou fez diálise peritoneal por causa da insuficiência renal crônica?,2013
Q12604,O(A) Sr(a) fez transplante de rins por causa da insuficiência renal crônica?,2013
Q12605,"O(A) Sr(a) faz ou fez outra coisa por causa da insuficiência renal crônica que não fosse tomar medicamentos, hemodiálise, diálise peritoneal ou transplante de rins?",2013
Q127,"Em geral, em que grau a insuficiência renal crônica limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2013
Q128,Algum médico já lhe deu algum diagnóstico de outra doença crônica (física ou mental) ou doença de longa duração (de mais de 6 meses de duração)?,2013
Q130,Que idade o(a) Sr(a) tinha no primeiro diagnóstico? (0 = Menos de 1 ano),2013
Q131,"Em geral, em que grau esta doença limita suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2013
Q132,"Nas últimas duas semanas, o(a) Sr(a) fez uso de algum medicamento para dormir?",2013
Q133,"Nas últimas duas semanas, por quantos dias usou o medicamento para dormir? (Branco = Não aplicável)",2013
Q134,O medicamento que o(a) Sr(a) usa para dormir foi receitado por médico?,2013
Q135,Foi receitado para o(a) Sr(a) mesmo(a)?,2013
Q136,Quando foi a última vez que o Sr. fez um exame físico/toque retal da próstata?,2013
Q137,Qual o principal motivo do Sr. nunca ter feito o exame?,2013
R001,Quando foi a última vez que a Sra fez um exame preventivo para câncer de colo do útero?,2013
R002,Qual o principal motivo da Sra nunca ter feito um exame preventivo?,2013
R003,O último exame preventivo para câncer do colo do útero foi coberto por algum plano de saúde?,2013
R004,A Sra pagou algum valor pelo último exame preventivo para câncer do colo do útero?,2013
R005,O último exame preventivo para câncer do colo do útero foi feito através do Sistema Único de Saúde (SUS)?,2013
R006,Quando a Sra recebeu o resultado do último exame preventivo?,2013
R007,"Após receber o resultado do exame, a Sra foi encaminhada a alguma consulta com ginecologista ou outro médico especialista",2013
R008,A Sra foi à consulta,2013
R009,Qual o principal motivo da Sra não ter ido à consulta?,2013
R010,A sra já foi submetida a cirurgia para retirada do útero?,2013
R011,"Segundo o médico, qual o motivo da retirada do útero?",2013
R012,Que idade a sra tinha quando foi submetida à cirurgia?,2013
R013,Quando foi a última vez que um médico ou enfermeiro fez o exame clínico das suas mamas,2013
R014,Algum médico já lhe solicitou um exame de mamografia,2013
R015,A Sra fez o exame de mamografia,2013
R016,Qual o principal motivo da Sra não ter feito o exame de mamografia?,2013
R017,Quando foi a última vez que a Sra fez um exame de mamografia?,2013
R018,A última mamografia foi coberta por algum plano de saúde?,2013
R019,A Sra pagou algum valor pela última mamografia?,2013
R020,A última mamografia foi feita através do Sistema Único de Saúde (SUS),2013
R021,Quando a Sra recebeu o resultado do exame de mamografia?,2013
R022,"Após receber o resultado da mamografia, a Sra foi encaminhada para consulta com médico especialista?",2013
R023,A Sra foi à consulta com o especialista,2013
R024,Qual o principal motivo da Sra não ter ido à consulta com o especialista?,2013
R025,Com que idade a sra ficou menstruada pela primeira vez?,2013
R026,A sra ainda fica menstruada?,2013
R027,Com que idade a sra parou de menstruar?,2013
R028,A sra já entrou na menopausa?,2013
R029,"Alguma vez a sra fez ou faz tratamento hormonal para alívio dos sintomas da menopausa (com comprimidos, adesivos, gel ou injeções)?",2013
R030,Este medicamento foi receitado por médico?,2013
R031,"Nos últimos 12 meses, a sra teve relações sexuais?",2013
R032,"Nos últimos 12 meses, a sra participou de grupo de planejamento familiar?",2013
R033,E o seu parceiro participou de grupo de planejamento familiar?,2013
R034,A sra usa algum método para evitar a gravidez atualmente?,2013
R035,Qual o principal motivo de não evitar a gravidez?,2013
R03601,A Sra usa pílula para evitar a gravidez atualmente?,2013
R03602,A Sra usa tabela para evitar a gravidez atualmente?,2013
R03603,O seu parceiro usa camisinha masculina para evitar a gravidez atualmente?,2013
R03604,A Sra usa camisinha feminina para evitar a gravidez atualmente?,2013
R03605,A Sra usa diafragma feminina para evitar a gravidez atualmente?,2013
R03606,A Sra usa diu para evitar a gravidez atualmente?,2013
R03607,A Sra usa contraceptivo injetável para evitar a gravidez atualmente?,2013
R03608,A Sra usa Implantes (Norplant) para evitar a gravidez atualmente?,2013
R03609,A Sra usa creme/óvulo para evitar a gravidez atualmente?,2013
R03610,A Sra usa pílula do dia seguinte (contracepção de emergência) para evitar a gravidez atualmente?,2013
R03611,A Sra usa outro método que não os citados anteriormente para evitar a gravidez atualmente?,2013
R037,A sra e/ou seu companheiro já fizeram ou fazem algum tratamento para engravidar?,2013
R038,Há quanto tempo a sra está tentando engravidar?,2013
R039,"Durante a sua vida, a sra já ficou grávida (mesmo que a gravidez não tenha chegado até o final)?",2013
R040,Com que idade a Sra teve a sua primeira gravidez?,2013
R041,A Sra já teve algum aborto espontâneo?,2013
R04101,Quantos?,2013
R042,A Sra já teve algum aborto provocado?,2013
R04201,Quantos?,2013
R043,Quantos partos a Sra já teve?,2013
R044,Quantos partos foram cesarianas?,2013
R045,"Quantos filhos nasceram vivos (ou seja, que apresentaram algum sinal de vida ao nascer)?",2013
R046,"Destes filhos nascidos vivos, quantos já morreram?",2013
R047,"Destes filhos nascidos vivos, quantos nasceram com peso menor que dois quilos e meio?",2013
R048,"Destes filhos nascidos vivos, quantos nasceram antes do tempo, isto é antes de completar 9 meses de gestação?",2013
R04901,Em que dia foi o último parto?,2013
R04902,Em que mês foi o último parto?,2013
R04903,Em que ano foi o último parto?,2013
S001,"Na última vez que a Sra esteve grávida, a Sra fez pré-natal?",2013
S002,Na última vez que a Sra esteve grávida a Sra recebeu o cartão de pré-natal?,2013
S003,Com quantas semanas de gravidez a Sra iniciou o pré-natal?,2013
S004,Quantas consultas de pré-natal a Sra teve?,2013
S005,Onde foi realizada a maioria das consultas do pré-natal?,2013
S006,As consultas do pré-natal foram cobertas por algum plano de saúde?,2013
S007,A Sra pagou algum valor pelas consultas do pré-natal?,2013
